Star Rating,Review Title,Review Description
5.0 out of 5 stars,"Overall, I would say earbuds offer good value for the price.","I’ve been using these earbuds for a few days now, and overall I’m quite satisfied with the performance. The sound quality is clear and balanced, with decent bass that doesn’t overpower the vocals. They work well for listening to music, watching videos, and even for calls.The fit is comfortable, and the earbuds sit securely in the ears even during long listening sessions. I didn’t experience any discomfort after wearing them for a couple of hours.One thing I really liked is the battery life. With moderate use, they easily last several hours on a single charge, and the charging case provides additional charges which makes them convenient for travel.The Bluetooth connection is stable, and pairing with my phone was quick and easy. I also tested them during calls, and the mic quality is decent, with the other person able to hear me clearly in most situations.The build quality feels solid, and the case is compact enough to carry in a pocket.One person found this helpfulRead more"
5.0 out of 5 stars,Beautiful Stylish Ear Buds,"The sound quality of these earbuds are good especially with LDAC support, offering clear vocals and decent bass without being too heavy. Battery life is reliable, and the Instacharge feature is genuinely useful. The design looks premium in the Midnight Blue color and the earbuds are comfortable enough for long usage. Call quality is fine indoors, though it can struggle slightly in very noisy surroundings. Connectivity has been stable with no major issues.Read more"
5.0 out of 5 stars,Great Build Quality & Performance,"The build quality feels solid and premium. The Nimbus Grey color looks very classy and subtle. Sound performance is impressive, and the audio clarity is good for daily usage — calls and music both work well.It fits comfortably in the ears and doesn’t feel heavy even after extended use. Overall, a good value-for-money product with strong battery backup and performance.Read more"
5.0 out of 5 stars,Great product,"I’m really impressed with the Noise Newly Launched Buds Vector Truly Wireless Earbuds! The sound quality is crisp with deep bass, making music and calls feel clear and immersive. The design is sleek and comfortable, so they fit perfectly even during long listening sessions. Pairing was quick and hassle-free, and the battery life easily lasts through my daily use.Read more"
1.0 out of 5 stars,Useless product,"I am extremely disappointed with this purchase, it is by far the most useless pair of headphones I have ever bought. From the beginning, the product seemed defective, as only one earbud works at a time. Additionally, when attempting to connect via Bluetooth, two devices with the same name appear, which clearly indicates a fault. The customer support experience has been equally frustrating and unhelpful. Despite visiting the service centre and raising an online complaint over a week ago, I have received no response or resolution. It feels like my ₹1400 has been completely wasted. I strongly advise others not to purchase this product, as it is a total waste of money.Read more"
5.0 out of 5 stars,Quality of Music,"The truke Mega 10 True Wireless Earbuds offer an impressive combination of sound quality, battery life, and premium design. The 24-bit lossless spatial audio with 13mm drivers delivers rich bass and clear, immersive sound, making music and videos enjoyable. The massive 70-hour battery life with fast charging is extremely convenient for daily use, while the 40ms low-latency mode works well for gaming and streaming without noticeable delay. Dual pairing allows smooth switching between devices, and the ENC ensures clear call quality even in noisy environments. The matte Jet Black finish looks stylish and feels premium, making these earbuds a great value-for-money choice for everyday users, music lovers, and gamers.Read more"
4.0 out of 5 stars,Design and sound quality,Good quality productRead more
5.0 out of 5 stars,"Excellent All-Around Earbuds – Great for Music, Calls & Workouts!","I’ve been using these earbuds  and they’ve quickly become one of my favorite tech purchases. The sound quality is top-notch, with punchy bass and clear highs—perfect for all kinds of music and even video streaming.One of the best features is the active noise cancellation. It blocks out background noise really well, whether I’m working in a busy café or walking outside. The transparency mode is also super helpful when I need to stay aware of my surroundings.They’re also great for workouts! The fit is secure and comfortable, even during long runs or gym sessions. Plus, they’re sweat-resistant, which is a must for anyone using them while exercising.The microphone quality is excellent, too—people on the other end of calls say I sound crystal clear, even when I’m outside or on the move.Battery life is solid, pairing is instant, and the case is compact and convenient. Overall, a fantastic pair of earbuds with premium features at a great price. Highly recommend!Read more"
1.0 out of 5 stars,Company can improve the product,The product was good but  I can not use more the 1 howar because if I use this More then 1 howar so my ears was start paningRead more
3.0 out of 5 stars,AVERAGE THEN PREVIOUS MODELS,"NOT BETTER THAN PREVIOUS EARBUDS, GOOD AND BALANCE SOUND BUT EXPENSIVE THAN PREVIOUS EARBUDSAND I GOT A PROBLEM AFTER 10 DAY WHEN I CONNECT CALL SOUNDS COMES VERY LOW IN MY MOBILERead more"
5.0 out of 5 stars,Classic earbuds by truke!!,This product offers excellent functionality and works smoothly with all my devices.It pairs quickly with my phone and laptop.Noise cancellation works well and blocks out most background noise. Connectivity is strong and stable with no interruptions during calls or music.Charging ability is super fast and battery backup is truly impressive. Sound clarity is top notch with deep bass and clear vocals. That car start and stop sound feels awesome!!comfort level is amazing even after long hours of use.Recommended to all; Totally worth it.Read more
5.0 out of 5 stars,Overall Good Product,"I'm loving the Truke Mega 10. The sound quality is top-notch with deep bass and clear vocals. Calling is also great. Battery life is impressive – it lasts me a full day on a single charge. The fit is comfortable, and the dual connection feature works well. The premium matte finish looks sleek, and the touch controls are super responsive. Great value for money.Read more"
